# name	cardType	attribute	monsterType	monsterAbility	type	level	attack	defense	lpendulum	rpendulum	spellType	trapType
Magic Jammer	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Magic Planter	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Magic Reflector	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Magic Triangle of the Ice Barrier	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Magical Arm Shield	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Magical Blast	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Magical Citadel of Endymion	Spell	None	None	None	None	0	0	0	0	0	Field	None
Magical Dimension	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Magical Explosion	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Magical Hats	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Magical Labyrinth	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Magical Mallet	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Magical Stone Excavation	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Magical Thorn	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Magician's Circle	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Magicians Unite	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Magnet Circle LV2	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Major Riot	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Makiu, the Magical Mist	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Malefic Claw Stream	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Malefic World	Spell	None	None	None	None	0	0	0	0	0	Field	None
Malevolent Catastrophe	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Malevolent Nuzzler	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Malfunction	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Malice Dispersion	Spell	None	None	None	None	0	0	0	0	0	Quick	None
March Towards Ragnarok	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Mark of the Rose	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Marshmallon Glasses	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Mask Change	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Mask of Brutality	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Mask of Dispel	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Mask of the Accursed	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Mask of Restrict	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Mask of Weakness	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mass Driver	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Mass Hypnosis	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Mausoleum of the Emperor	Spell	None	None	None	None	0	0	0	0	0	Field	None
Medallion of the Ice Barrier	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Megamorph	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Mega Ton Magical Cannon	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Meklord Factory	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Meklord Fortress	Spell	None	None	None	None	0	0	0	0	0	Field	None
Mektimed Blast	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Metalmorph	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mesmeric Control	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Messenger of Peace	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Metal Detector	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Metal Reflect Slime	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Metalsilver Armor	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Metamorphosis	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Metaphysical Regeneration	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Meteor Flare	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Meteorain	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Meteor of Destruction	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Michizure	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Micro Ray	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mind Control	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Mind Crush	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mind Haxorz	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mind Over Matter	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Mind Trust	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Mind Wipe	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Minefield Eruption	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Miniaturize	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Miracle Dig	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Miracle Fertilizer	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Miracle Fusion	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Miracle Kids	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Miracle Locus	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Miracle Restoring	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Miracle Synchro Fusion	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Miracle's Wake	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Miraculous Descent	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Miraculous Rebirth	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Mirage of Nightmare	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Mirage Tube	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Mirror Force	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mirror Gate	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mirror Mail	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mirror of Oaths	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mirror of the Ice Barrier	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Mirror of Yata	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Mirror Wall	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Mischief of the Yokai	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Misfortune	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Mispolymerization	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mist Body	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Mokey Mokey Smackdown	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Molten Destruction	Spell	None	None	None	None	0	0	0	0	0	Field	None
Molten Whirlwind Wall	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Molting Escape	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Monster Gate	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Monster Reborn	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Monster Recovery	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Monster Reincarnation	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Monster Slots	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Mooyan Curry	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Morale Boost	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Moray of Greed	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Morphtransition	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Morphtronic Accelerator	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Morphtronic Bind	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Morphtronic Cord	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Morphtronic Engine	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Morphtronic Forcefield	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Morphtronic Map	Spell	None	None	None	None	0	0	0	0	0	Field	None
Morphtronic Mix-up	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Morphtronic Monitron	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Morphtronic Repair Unit	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Morphtronic Rusty Engine	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Morphtronics, Scramble!	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mountain	Spell	None	None	None	None	0	0	0	0	0	Field	None
Multiplication of Ants	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Multiply	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Murmur of the Forest	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Musakani Magatama	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Mustering of the Dark Scorpions	Spell	None	None	None	None	0	0	0	0	0	Normal	None
My Body as a Shield	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Mysterious Triangle	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Mystic Box	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Mystic Plasma Zone	Spell	None	None	None	None	0	0	0	0	0	Field	None
Mystic Probe	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mystical Cards of Light	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Mystical Moon	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Mystical Refpanel	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Mystical Space Typhoon	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Mystical Wind Typhoon	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Mystik Wok	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Narrow Pass	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Natural Disaster	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Natural Tune	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Nature's Reflection	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Naturia Forest	Spell	None	None	None	None	0	0	0	0	0	Field	None
Necklace of Command	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Necrovalley	Spell	None	None	None	None	0	0	0	0	0	Field	None
Needle Ceiling	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Needle Wall	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Needlebug Nest	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Nega-Ton Corepanel	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Negate Attack	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Neo Space	Spell	None	None	None	None	0	0	0	0	0	Field	None
Neos Force	Spell	None	None	None	None	0	0	0	0	0	Equip	None
NEX	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Next to be Lost	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Nightmare Archfiends	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Nightmare Wheel	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Nightmare's Steelcage	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Ninjitsu Art of Decoy	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Ninjitsu Art of Transformation	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Nitro Unit	Spell	None	None	None	None	0	0	0	0	0	Equip	None
No Entry!!	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Nobleman of Crossout	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Nobleman of Extermination	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Non Aggression Area	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Non-Fusion Area	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Non-Spellcasting Area	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Nordic Relic Brisingamen	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Nordic Relic Draupnir	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Nordic Relic Gungnir	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Nordic Relic Laevateinn	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Nordic Relic Megingjord	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Novox's Prayer	Spell	None	None	None	None	0	0	0	0	0	Field	None
Null and Void	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Numinous Healer	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Nutrient Z	Trap	None	None	None	None	0	0	0	0	0	None	Normal
O - Oversoul	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Odin's Eye	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Offering to the Immortals	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Offering to the Snake Deity	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Offerings to the Doomed	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Oh F!sh!	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Ojama Country	Spell	None	None	None	None	0	0	0	0	0	Field	None
Ojama Delta Hurricane!!	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Ojama Trio	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Ojamagic	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Ojamuscle	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Omega Goggles	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Ominous Fortunetelling	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
One Day of Peace	Spell	None	None	None	None	0	0	0	0	0	Normal	None
One for One	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Oni-Gami Combo	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Ookazi	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Opti-Camouflage Armor	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Option Hunter	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Orb of Yasaka	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Orbital Bombardment	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Ordeal of a Traveler	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Order to Charge	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Order to Smash	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Otherworld - The	Spell	None	None	None	None	0	0	0	0	0	Field	None
Out of the Blue	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Over Destiny	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Over Limit	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Overdoom Line	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Overload Fusion	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Overpowering Eye	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Overwind	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Overwhelm	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Overworked	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Owner's Seal	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Painful Choice	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Painful Return	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Pandemonium	Spell	None	None	None	None	0	0	0	0	0	Field	None
Paradox Fusion	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Parallel World Fusion	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Parallel Selection	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Paralyzing Chain	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Paralyzing Potion	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Parry	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Past Image	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Peeking Goblin	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Penalty Game!	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Pestilence	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Phalanx Pike	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Phantasmal Martyrs	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Phantom Hand	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Pharaoh's Treasure	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Phoenix Wing Wind Blast	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Photon Booster	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Photon Generator Unit	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Photon Lead	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Photon Veil	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Physical Double	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Pigeonholing Books of Spell	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Pikeru's Circle of Enchantment	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Pikeru's Second Sight	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Pineapple Blast	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Pitch-Black Power Stone	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Pixie Ring	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Planet Pollutant Virus	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Plant Food Chain	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Poison Chain	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Poison Fangs	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Poison of the Old Man	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Poisonous Winds	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Pole Position	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Pollinosis	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Polymerization	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Portable Battery Pack	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Poseidon Wave	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Pot of Avarice	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Pot of Benevolence	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Pot of Duality	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Pot of Generosity	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Pot of Greed	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Power Bond	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Power Break	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Power Capsule	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Power Filter	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Power Frame	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Power of Kaishin	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Power Pickaxe	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Power-Up Adapter	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Powersink Stone	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Precious Cards from Beyond	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Prepare to Strike Back	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Preparation of Rites	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Premature Burial	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Prevention Star	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Pride of the Weak	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Prideful Roar	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Primal Seed	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Prohibition	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Proof of Powerlessness	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Pseudo Space	Spell	None	None	None	None	0	0	0	0	0	Field	None
Psi-Curse	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Psi-Impulse	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Psi-Station	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Psychic Feel Zone	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Psychic Overload	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Psychic Path	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Psychic Reactor	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Psychic Rejuvenation	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Psychic Shockwave	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Psychic Soul	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Psychic Sword	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Psychic Trigger	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Psychic Tuning	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Psychokinesis	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Pulling the Rug	Trap	None	None	None	None	0	0	0	0	0	None	Counter
Pyramid Energy	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Pyramid of Light	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Pyramid of Wonders	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Pyro Clock of Destiny	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Queen's Pawn	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Question	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Quick Charger	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Quill Pen of Gulldos	Spell	None	None	None	None	0	0	0	0	0	Normal	None
R - Righteous Justice	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Radiant Mirror Force	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Raging Cloudian	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Raging Mad Plants	Spell	None	None	None	None	0	0	0	0	0	Quick	None
Raigeki	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Raigeki Bottle	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Raigeki Break	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Raimei	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Rain of Mercy	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Rain Storm	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Rainbow Gravity	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Rainbow Life	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Rainbow Path	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Rainbow Veil	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Raise Body Heat	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Raptor Wing Strike	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Raregold Armor	Spell	None	None	None	None	0	0	0	0	0	Equip	None
Rare Metalmorph	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
Rare Value	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Ray of Hope	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Ready for Intercepting	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Really Eternal Rest	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Realm of Light	Spell	None	None	None	None	0	0	0	0	0	Field	None
Reanimation Wave	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Reasoning	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Reboot	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Reckless Greed	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Reckoned Power	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Recurring Nightmare	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Recycle	Spell	None	None	None	None	0	0	0	0	0	Continuous	None
Recycling Batteries	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Red Carpet	Trap	None	None	None	None	0	0	0	0	0	None	Normal
Red Dragon Vase	Spell	None	None	None	None	0	0	0	0	0	Normal	None
Red Screen	Trap	None	None	None	None	0	0	0	0	0	None	Continuous
